sample_id,bme688_gas_response_norm,mq135_response_norm,mq7_response_norm,temperature_c,humidity_pct,pressure_hpa,pattern_label
U_031,0.47618,0.41845,0.50474,25.3,54.4,1009.71,Unknown
U_204,0.53629,0.49751,0.51728,25.33,52.51,1012.15,Unknown
PC_090,0.4621,0.56041,0.36297,26.09,42.78,1015.55,Pattern_C
PC_252,0.56895,0.57531,0.2644,26.27,44.59,1014.58,Pattern_C
PA_160,0.26083,0.80909,0.35096,26.01,50.0,1012.73,Pattern_A
PC_296,0.56126,0.61996,0.27606,25.72,45.17,1016.62,Pattern_C
PD_290,0.76067,0.463,0.53376,23.55,69.25,1005.76,Pattern_D
PA_258,0.31303,0.71318,0.46183,24.89,46.08,1010.55,Pattern_A
PB_036,0.61045,0.53552,0.79953,24.5,58.5,1008.29,Pattern_B
U_208,0.56048,0.48714,0.54253,25.85,55.07,1011.31,Unknown
PD_140,0.77139,0.28455,0.56974,23.21,59.72,1004.04,Pattern_D
PB_216,0.7481,0.37677,0.81624,24.15,59.02,1005.96,Pattern_B
PD_116,0.79204,0.21619,0.5599,23.57,63.02,1006.83,Pattern_D
PC_169,0.45729,0.57191,0.28586,26.9,44.07,1013.8,Pattern_C
U_117,0.40728,0.52174,0.48705,26.42,50.84,1011.52,Unknown
PC_162,0.35098,0.61163,0.31853,26.2,44.77,1017.96,Pattern_C
PD_203,0.77664,0.30415,0.68102,24.06,62.18,1004.94,Pattern_D
PB_222,0.67765,0.44684,0.71643,24.67,56.47,1006.79,Pattern_B
PA_023,0.33493,0.70556,0.29175,24.54,50.69,1013.51,Pattern_A
PB_057,0.69369,0.47501,0.77915,25.07,54.79,1007.4,Pattern_B
U_072,0.49697,0.36035,0.48864,25.36,54.26,1006.68,Unknown
PB_041,0.73075,0.4629,0.87499,24.16,51.97,1006.21,Pattern_B
PB_132,0.68455,0.51166,0.77856,24.78,53.17,1011.89,Pattern_B
PB_174,0.7458,0.4249,0.74993,24.99,56.28,1009.32,Pattern_B
PA_218,0.33378,0.769,0.36493,23.88,47.81,1014.22,Pattern_A
PD_012,0.82437,0.39599,0.60231,24.22,61.35,1004.14,Pattern_D
U_005,0.43671,0.47742,0.42424,25.74,49.94,1011.65,Unknown
PD_112,0.81542,0.34675,0.51082,23.37,59.62,1002.6,Pattern_D
U_259,0.47835,0.32763,0.39057,25.5,56.34,1008.74,Unknown
PA_094,0.23155,0.66223,0.37576,25.15,50.11,1010.62,Pattern_A
PD_109,0.82568,0.28971,0.53605,23.62,59.37,1008.58,Pattern_D
PD_171,0.77802,0.34166,0.41964,23.89,61.89,1007.67,Pattern_D
PC_097,0.54255,0.62188,0.15401,25.65,47.65,1015.14,Pattern_C
PD_097,0.75828,0.26331,0.54677,23.17,60.35,1007.7,Pattern_D
PA_154,0.37499,0.59775,0.36093,24.61,50.26,1010.97,Pattern_A
U_100,0.54443,0.39221,0.46537,25.1,55.17,1008.44,Unknown
U_298,0.36153,0.48346,0.52199,26.08,50.56,1005.96,Unknown
PC_190,0.49864,0.59976,0.23313,26.4,46.79,1014.91,Pattern_C
PB_281,0.65256,0.47781,0.81849,25.09,56.92,1009.95,Pattern_B
PC_104,0.61455,0.57488,0.37738,26.24,52.2,1012.85,Pattern_C
U_059,0.52167,0.50062,0.51654,25.81,52.29,1011.21,Unknown
PB_188,0.60999,0.37811,0.71943,24.9,56.76,1008.5,Pattern_B
PB_260,0.66102,0.24425,0.72271,24.26,52.76,1008.3,Pattern_B
PC_202,0.62873,0.5607,0.24589,25.97,45.15,1014.3,Pattern_C
PB_213,0.59359,0.4701,0.83606,24.11,54.98,1004.89,Pattern_B
PC_034,0.56616,0.59676,0.26085,25.66,44.51,1015.54,Pattern_C
PD_211,0.88818,0.45887,0.41762,23.76,60.42,1004.52,Pattern_D
U_272,0.49123,0.51547,0.39306,25.81,48.32,1009.79,Unknown
PC_191,0.50511,0.59272,0.27371,25.96,44.59,1015.45,Pattern_C
PA_117,0.17238,0.65736,0.32509,24.91,52.45,1011.56,Pattern_A
PC_141,0.53832,0.45971,0.27777,25.54,45.22,1013.06,Pattern_C
PD_182,0.77624,0.29816,0.53392,23.45,64.22,1004.24,Pattern_D
PC_231,0.55226,0.61273,0.17731,26.86,41.83,1015.76,Pattern_C
PA_120,0.28841,0.64097,0.28619,25.31,49.23,1010.16,Pattern_A
PC_057,0.58599,0.63053,0.28409,26.67,45.25,1014.45,Pattern_C
PC_036,0.53471,0.58018,0.24839,25.89,47.53,1013.68,Pattern_C
PB_070,0.63235,0.4209,0.76068,24.46,53.57,1005.33,Pattern_B
PA_269,0.28803,0.69505,0.39729,24.89,49.91,1012.14,Pattern_A
PC_056,0.46191,0.64909,0.30108,26.49,45.87,1015.38,Pattern_C
PD_036,0.83067,0.25501,0.53902,24.45,63.7,1004.3,Pattern_D
PC_223,0.61523,0.63486,0.25685,25.7,45.56,1011.99,Pattern_C
PC_267,0.52392,0.52384,0.244,25.9,45.56,1014.14,Pattern_C
PA_047,0.25803,0.64769,0.45147,25.12,51.06,1008.86,Pattern_A
U_091,0.44708,0.50691,0.37721,25.7,46.57,1009.59,Unknown
PD_092,0.82638,0.24224,0.64293,25.24,57.0,1006.25,Pattern_D
PC_277,0.54679,0.51931,0.19075,26.11,46.15,1016.63,Pattern_C
PC_174,0.49405,0.56065,0.37117,25.72,46.94,1014.97,Pattern_C
U_300,0.4804,0.52826,0.40149,24.78,55.16,1010.18,Unknown
PA_005,0.27644,0.69711,0.41194,25.16,50.91,1012.78,Pattern_A
PD_104,0.83855,0.28926,0.57425,23.03,61.68,1006.1,Pattern_D
U_102,0.41067,0.49548,0.50686,25.67,53.04,1008.32,Unknown
PA_264,0.17822,0.74247,0.45138,24.93,51.21,1010.73,Pattern_A
U_134,0.50343,0.48615,0.52002,26.06,54.67,1009.19,Unknown
U_243,0.48165,0.38968,0.42825,25.56,49.52,1007.19,Unknown
PB_144,0.6701,0.44924,0.6995,24.18,54.24,1005.43,Pattern_B
PD_103,0.82198,0.30305,0.52794,23.36,64.26,1002.28,Pattern_D
PD_178,0.76481,0.34913,0.58468,23.24,63.48,1005.26,Pattern_D
PC_238,0.49797,0.53218,0.25442,24.82,44.73,1014.69,Pattern_C
U_140,0.52635,0.36423,0.49212,24.88,52.61,1012.96,Unknown
PB_005,0.63162,0.4638,0.81163,25.2,53.07,1007.59,Pattern_B
PD_275,0.75661,0.30917,0.61429,24.13,62.6,1006.8,Pattern_D
PB_014,0.75839,0.3143,0.80349,25.14,54.0,1008.18,Pattern_B
PA_150,0.28285,0.78821,0.33944,24.61,51.05,1009.24,Pattern_A
PB_275,0.74083,0.39862,0.73472,24.94,53.82,1007.93,Pattern_B
PA_051,0.395,0.6203,0.43183,24.85,49.87,1010.1,Pattern_A
U_215,0.48466,0.55302,0.49294,25.34,50.53,1006.73,Unknown
PC_127,0.56642,0.57643,0.25313,26.88,45.78,1015.61,Pattern_C
PC_234,0.52274,0.54197,0.26452,25.87,43.47,1015.77,Pattern_C
PD_216,0.76635,0.32853,0.50608,24.08,60.9,1003.04,Pattern_D
PB_171,0.59526,0.43943,0.80056,24.04,55.02,1007.79,Pattern_B
PD_072,0.83309,0.46434,0.55653,23.56,59.56,1005.38,Pattern_D
PC_054,0.53218,0.62569,0.29938,25.86,42.58,1016.2,Pattern_C
PB_100,0.63119,0.34461,0.73349,24.42,53.58,1009.06,Pattern_B
PB_212,0.69411,0.44829,0.8846,24.12,56.89,1008.37,Pattern_B
PB_021,0.61984,0.48675,0.64471,25.01,54.88,1005.85,Pattern_B
PA_020,0.30397,0.68558,0.39396,25.01,53.52,1011.57,Pattern_A
PC_085,0.50066,0.65042,0.13488,26.57,48.23,1015.05,Pattern_C
PA_036,0.35037,0.63378,0.38184,24.78,49.28,1013.8,Pattern_A
PD_003,0.75057,0.36027,0.66165,23.06,63.35,1006.73,Pattern_D
PC_228,0.534,0.56827,0.24102,26.06,44.1,1013.0,Pattern_C
U_145,0.49807,0.42881,0.52554,25.01,53.39,1012.48,Unknown
PB_108,0.62656,0.46808,0.80916,25.67,54.17,1007.18,Pattern_B
PD_021,0.81731,0.34162,0.53164,24.18,61.65,1002.46,Pattern_D
PB_238,0.58862,0.30013,0.7753,24.23,52.99,1007.89,Pattern_B
PC_159,0.52752,0.54676,0.3397,25.7,43.49,1015.65,Pattern_C
PD_163,0.75523,0.30821,0.54036,23.86,58.1,1006.23,Pattern_D
PA_246,0.30602,0.79313,0.3792,23.98,49.58,1011.71,Pattern_A
PD_228,0.76348,0.38985,0.55877,23.52,66.12,1004.91,Pattern_D
PC_185,0.55989,0.6374,0.30533,25.84,43.23,1015.99,Pattern_C
PB_190,0.63846,0.24193,0.65398,25.14,54.12,1006.65,Pattern_B
PA_155,0.29086,0.84234,0.36982,25.19,49.49,1012.14,Pattern_A
PD_062,0.75321,0.40738,0.5737,23.87,64.65,1006.05,Pattern_D
PC_254,0.48107,0.64251,0.29027,25.36,44.28,1014.85,Pattern_C
PC_026,0.50449,0.55893,0.26932,26.34,44.5,1014.11,Pattern_C
PC_086,0.55073,0.6363,0.24143,26.25,43.22,1013.9,Pattern_C
PB_270,0.61918,0.42426,0.76691,24.92,55.3,1010.21,Pattern_B
U_227,0.46062,0.52948,0.49223,25.28,54.22,1011.99,Unknown
PA_018,0.28041,0.76794,0.32398,24.91,47.91,1011.39,Pattern_A
PA_128,0.3407,0.7614,0.40045,24.2,50.18,1011.0,Pattern_A
PD_028,0.80461,0.21394,0.53361,24.03,64.95,1002.82,Pattern_D
PD_081,0.84226,0.27646,0.57694,23.77,63.72,1007.8,Pattern_D
U_270,0.57674,0.44081,0.49469,24.94,51.62,1007.32,Unknown
PA_191,0.39453,0.56923,0.25991,24.76,50.03,1013.24,Pattern_A
PD_240,0.80198,0.30094,0.60085,23.57,65.04,1004.81,Pattern_D
PD_093,0.68055,0.32774,0.56759,23.86,59.99,1006.4,Pattern_D
U_264,0.4965,0.47888,0.49612,25.7,52.35,1005.12,Unknown
U_052,0.37891,0.41793,0.45507,25.15,54.13,1007.82,Unknown
PC_007,0.5055,0.68686,0.29424,25.39,41.58,1018.0,Pattern_C
PA_181,0.31341,0.71017,0.40596,25.03,50.24,1011.27,Pattern_A
PB_002,0.70624,0.41996,0.76238,24.93,50.7,1004.45,Pattern_B
PB_197,0.63687,0.41187,0.72339,25.53,54.8,1010.78,Pattern_B
U_115,0.41653,0.37405,0.46303,24.88,48.96,1011.12,Unknown
U_056,0.46256,0.42754,0.41011,26.2,52.93,1010.82,Unknown
U_038,0.51021,0.48303,0.5124,24.85,53.08,1009.4,Unknown
PB_218,0.72296,0.48842,0.75576,24.52,56.67,1008.24,Pattern_B
PD_170,0.69214,0.23408,0.66162,23.74,66.16,1004.83,Pattern_D
PB_177,0.67664,0.4282,0.73962,24.1,51.77,1009.14,Pattern_B
PA_158,0.32699,0.79802,0.39736,24.84,50.74,1006.72,Pattern_A
PD_296,0.7722,0.29474,0.55945,23.58,65.4,1007.49,Pattern_D
PA_017,0.22725,0.65518,0.40399,24.59,49.17,1014.34,Pattern_A
PD_173,0.76885,0.4,0.60044,23.89,63.98,1006.97,Pattern_D
PB_247,0.73286,0.28285,0.71402,24.32,58.84,1009.38,Pattern_B
PC_059,0.51695,0.59739,0.23638,27.07,44.85,1014.27,Pattern_C
U_027,0.48811,0.44653,0.41943,25.8,50.76,1009.27,Unknown
PD_120,0.80413,0.39439,0.50118,23.29,60.94,1004.21,Pattern_D
U_119,0.41794,0.30513,0.53572,25.38,51.64,1006.96,Unknown
PD_060,0.73202,0.31551,0.52913,23.72,62.71,998.86,Pattern_D
U_210,0.4647,0.49145,0.5446,25.25,49.54,1010.69,Unknown
PA_284,0.20443,0.73324,0.31232,24.78,50.31,1007.81,Pattern_A
PC_198,0.47324,0.62036,0.28408,25.3,42.1,1015.02,Pattern_C
PA_226,0.28609,0.75655,0.30249,25.16,54.21,1012.84,Pattern_A
PA_027,0.30717,0.78388,0.35004,24.47,47.88,1010.69,Pattern_A
PB_138,0.76455,0.43374,0.72688,24.43,57.98,1010.64,Pattern_B
U_258,0.39604,0.3854,0.45314,24.54,55.1,1010.66,Unknown
PA_230,0.29866,0.74369,0.41336,25.08,50.64,1014.65,Pattern_A
PA_038,0.30971,0.64951,0.38543,25.1,55.54,1015.38,Pattern_A
PC_150,0.53779,0.51075,0.25129,25.03,45.53,1014.1,Pattern_C
PD_146,0.80054,0.16815,0.61221,25.2,61.73,1004.79,Pattern_D
PB_170,0.6804,0.38521,0.67225,24.85,56.66,1009.52,Pattern_B
U_079,0.53094,0.60928,0.51258,26.06,54.28,1008.91,Unknown
U_273,0.41601,0.56303,0.43057,24.76,52.29,1009.26,Unknown
PC_088,0.465,0.62319,0.32481,25.96,47.22,1014.45,Pattern_C
U_179,0.46118,0.51333,0.52886,25.71,58.06,1011.11,Unknown
PC_040,0.59871,0.61832,0.31469,25.94,44.3,1014.69,Pattern_C
U_217,0.53416,0.60057,0.58928,25.86,52.08,1010.38,Unknown
U_019,0.43982,0.4518,0.44863,26.23,52.04,1010.32,Unknown
PD_259,0.85604,0.34984,0.68259,24.63,64.09,1006.27,Pattern_D
U_051,0.53149,0.32881,0.46671,25.48,52.51,1008.69,Unknown
U_240,0.44413,0.48465,0.513,25.8,52.55,1008.67,Unknown
PC_201,0.52139,0.63527,0.27914,26.44,43.98,1012.61,Pattern_C
PA_161,0.38893,0.72852,0.31986,24.95,49.92,1009.54,Pattern_A
PD_057,0.80487,0.34298,0.4731,24.31,63.68,1007.04,Pattern_D
PD_287,0.79069,0.2256,0.55839,23.17,63.34,1005.3,Pattern_D
PC_222,0.58578,0.62099,0.36974,26.48,46.5,1013.36,Pattern_C
U_071,0.52114,0.45267,0.49005,25.65,50.17,1010.01,Unknown
PC_278,0.54734,0.63455,0.22092,25.95,41.68,1011.39,Pattern_C
PD_014,0.82877,0.23593,0.62024,23.56,62.04,1007.55,Pattern_D
PA_153,0.33056,0.67956,0.43924,25.52,53.16,1012.95,Pattern_A
U_174,0.50259,0.48289,0.42928,25.05,52.88,1012.65,Unknown
PB_210,0.65519,0.34601,0.7335,24.29,53.52,1007.43,Pattern_B
PD_236,0.79923,0.26997,0.583,23.32,62.54,1005.08,Pattern_D
U_122,0.48081,0.41927,0.38274,26.28,50.82,1007.05,Unknown
PA_104,0.26623,0.81433,0.35356,25.01,50.59,1010.88,Pattern_A
PB_287,0.70456,0.41609,0.76075,24.8,53.4,1008.07,Pattern_B
U_129,0.43489,0.57349,0.50454,25.71,51.41,1011.19,Unknown
PD_244,0.90317,0.33109,0.57935,23.22,65.4,1005.14,Pattern_D
PA_054,0.35443,0.64341,0.42694,24.91,52.58,1013.35,Pattern_A
PA_152,0.2876,0.63699,0.3842,24.52,48.35,1012.71,Pattern_A
PB_104,0.71389,0.26874,0.64833,24.37,58.41,1007.22,Pattern_B
U_255,0.53259,0.51565,0.57866,25.2,52.7,1007.87,Unknown
PA_208,0.3926,0.68549,0.44269,25.03,49.09,1008.75,Pattern_A
U_218,0.43856,0.37587,0.43239,25.52,51.36,1007.36,Unknown
PD_223,0.76179,0.21096,0.61574,24.1,65.93,1006.81,Pattern_D
PA_009,0.33734,0.72439,0.39735,25.28,46.79,1011.42,Pattern_A
PD_115,0.72098,0.21079,0.62664,24.12,65.99,1003.77,Pattern_D
U_144,0.56369,0.55969,0.47551,25.07,54.81,1010.98,Unknown
PD_161,0.83916,0.42002,0.56448,23.82,60.85,1004.38,Pattern_D
PB_153,0.67589,0.34589,0.75152,24.53,55.25,1008.29,Pattern_B
PA_254,0.28267,0.59426,0.30392,23.76,49.48,1011.66,Pattern_A
PC_297,0.51928,0.57942,0.26495,26.45,47.7,1013.8,Pattern_C
U_109,0.39765,0.50839,0.53776,26.06,56.66,1006.95,Unknown
PC_281,0.43608,0.62489,0.22031,26.41,45.66,1015.68,Pattern_C
U_228,0.45527,0.4838,0.42749,25.1,52.27,1010.06,Unknown
PC_024,0.48299,0.56918,0.18475,25.66,41.24,1016.14,Pattern_C
PB_046,0.66118,0.32855,0.64134,24.38,55.12,1005.68,Pattern_B
U_087,0.55185,0.54287,0.49364,24.87,49.13,1010.31,Unknown
PA_263,0.31878,0.71916,0.29278,24.43,50.06,1013.85,Pattern_A
PA_151,0.32143,0.72667,0.37115,25.71,48.63,1015.71,Pattern_A
PB_173,0.73338,0.35528,0.7896,24.45,56.22,1008.42,Pattern_B
PC_041,0.44395,0.59428,0.29776,26.83,45.19,1010.8,Pattern_C
U_285,0.56937,0.48232,0.55996,24.6,50.9,1006.63,Unknown
U_211,0.45066,0.4795,0.4194,25.39,53.57,1011.09,Unknown
PB_251,0.71026,0.55402,0.81637,24.94,61.79,1008.93,Pattern_B
PD_029,0.77316,0.31274,0.63187,23.65,58.56,1006.12,Pattern_D
PB_189,0.60573,0.39974,0.71523,24.89,57.59,1009.9,Pattern_B
U_157,0.42227,0.51395,0.52726,26.18,53.25,1011.91,Unknown
PD_272,0.851,0.3128,0.56426,24.03,61.6,1008.02,Pattern_D
PA_147,0.29932,0.70564,0.37379,24.99,50.5,1013.71,Pattern_A
PB_103,0.58635,0.32631,0.8266,25.11,53.36,1006.86,Pattern_B
PD_055,0.78832,0.31269,0.47737,23.56,64.52,1002.6,Pattern_D
U_206,0.48437,0.48394,0.45789,25.42,52.68,1011.53,Unknown
PC_060,0.52143,0.46982,0.23441,26.44,43.62,1013.51,Pattern_C
PB_164,0.7056,0.35429,0.85027,24.2,56.1,1009.92,Pattern_B
PA_187,0.36235,0.69652,0.40112,24.56,50.99,1012.01,Pattern_A
PD_248,0.82374,0.27541,0.56652,23.87,61.72,1003.15,Pattern_D
U_025,0.51059,0.34927,0.57721,25.34,53.17,1011.12,Unknown
PC_009,0.59521,0.60336,0.36577,26.12,46.88,1016.29,Pattern_C
PA_144,0.19347,0.76333,0.32108,24.35,49.87,1012.15,Pattern_A
PC_152,0.56123,0.53448,0.22498,26.27,44.42,1014.7,Pattern_C
PD_082,0.80025,0.42837,0.63383,23.69,63.82,1008.07,Pattern_D
PA_198,0.25599,0.76114,0.37936,24.38,49.3,1012.66,Pattern_A
PC_284,0.55408,0.62583,0.23402,25.64,47.17,1017.14,Pattern_C
PA_280,0.28749,0.61502,0.43931,25.16,48.4,1011.49,Pattern_A
PA_294,0.24331,0.72458,0.30943,24.65,48.61,1010.1,Pattern_A
U_165,0.47312,0.39113,0.60548,25.02,53.45,1010.36,Unknown
PB_101,0.65547,0.48371,0.77687,24.19,53.09,1005.03,Pattern_B
PA_123,0.33018,0.7078,0.39669,25.07,51.71,1013.45,Pattern_A
U_008,0.50311,0.31779,0.4327,25.71,49.11,1010.77,Unknown
PA_203,0.28977,0.67362,0.2209,24.38,46.02,1007.95,Pattern_A
PC_236,0.56295,0.51739,0.19531,26.75,45.77,1014.25,Pattern_C
PA_247,0.41528,0.62529,0.35656,25.77,50.99,1013.01,Pattern_A
U_223,0.49592,0.4826,0.50602,25.24,52.72,1013.65,Unknown
U_209,0.40698,0.60064,0.56394,25.27,49.73,1010.91,Unknown
PD_254,0.7617,0.21522,0.66424,23.16,61.56,1006.88,Pattern_D
PB_085,0.70031,0.38794,0.87612,24.51,57.84,1008.47,Pattern_B
U_123,0.5294,0.42264,0.56541,25.17,50.81,1010.62,Unknown
PC_255,0.49192,0.69631,0.30879,26.62,45.58,1015.15,Pattern_C
PA_220,0.3311,0.83935,0.36782,25.17,46.73,1014.14,Pattern_A
PC_042,0.51483,0.77807,0.33198,25.64,46.3,1013.66,Pattern_C
PA_002,0.30703,0.69944,0.37899,24.62,51.93,1013.4,Pattern_A
PA_113,0.26074,0.63441,0.43015,25.16,55.24,1012.76,Pattern_A
PC_099,0.47998,0.73791,0.34019,26.37,46.27,1013.19,Pattern_C
U_232,0.51298,0.42352,0.5423,24.49,50.34,1008.52,Unknown
PD_052,0.8357,0.328,0.59,23.44,63.91,999.36,Pattern_D
U_118,0.53952,0.43611,0.45542,25.83,53.26,1007.46,Unknown
U_092,0.52698,0.51045,0.4221,24.97,50.48,1010.34,Unknown
U_154,0.40562,0.51909,0.51515,25.92,50.83,1008.57,Unknown
PB_142,0.77022,0.38661,0.77747,25.58,52.67,1004.58,Pattern_B
PD_237,0.75029,0.29642,0.58804,23.52,61.72,1003.19,Pattern_D
U_057,0.65142,0.49113,0.42186,25.41,49.86,1009.29,Unknown
PC_064,0.56094,0.65039,0.29964,25.88,44.21,1012.54,Pattern_C
U_173,0.49364,0.47509,0.49019,25.37,51.06,1010.42,Unknown
U_058,0.45786,0.43184,0.4164,26.22,52.66,1009.59,Unknown
U_132,0.47601,0.46554,0.4946,25.33,52.31,1008.84,Unknown
PB_018,0.71316,0.41155,0.79715,23.98,55.07,1008.27,Pattern_B
PC_049,0.50558,0.55282,0.20707,25.36,39.85,1013.1,Pattern_C
PC_110,0.47652,0.66377,0.17575,26.5,48.32,1014.33,Pattern_C
U_083,0.4174,0.51823,0.54908,25.93,50.66,1012.12,Unknown
PD_073,0.79113,0.24727,0.5695,22.91,64.04,1003.61,Pattern_D
PC_028,0.53667,0.63837,0.2761,26.53,47.03,1015.8,Pattern_C
PC_033,0.49939,0.64694,0.19137,25.92,41.35,1013.1,Pattern_C
U_107,0.40784,0.55167,0.51644,25.4,52.02,1005.71,Unknown
U_049,0.46844,0.45923,0.42007,25.41,49.22,1006.67,Unknown
U_262,0.50391,0.47856,0.46967,25.5,51.03,1011.73,Unknown
U_055,0.45113,0.56683,0.47241,25.69,53.31,1013.09,Unknown
U_184,0.45174,0.44142,0.56672,25.23,53.25,1010.57,Unknown
PC_196,0.531,0.42774,0.25957,26.29,44.48,1016.29,Pattern_C
PC_046,0.52096,0.53328,0.25059,25.45,42.19,1015.72,Pattern_C
PD_113,0.82375,0.31885,0.58477,22.63,66.52,1003.39,Pattern_D
PB_257,0.66642,0.45172,0.69526,23.77,54.23,1009.38,Pattern_B
PC_082,0.475,0.48844,0.25352,26.34,50.01,1015.11,Pattern_C
PB_278,0.60767,0.33022,0.78949,25.43,58.0,1004.59,Pattern_B
PD_210,0.80327,0.38937,0.55582,23.7,64.36,1001.74,Pattern_D
U_067,0.47924,0.39962,0.47627,25.92,52.56,1007.33,Unknown
PD_284,0.77061,0.32468,0.65435,23.2,63.25,1006.86,Pattern_D
PB_225,0.65812,0.4442,0.81014,24.45,58.91,1008.43,Pattern_B
PD_160,0.86558,0.28772,0.62843,24.13,64.52,1003.49,Pattern_D
PB_241,0.74125,0.36457,0.77557,24.62,56.07,1008.61,Pattern_B
PD_295,0.78117,0.35029,0.61979,23.88,58.99,1008.22,Pattern_D
PC_149,0.54352,0.57918,0.38557,25.59,43.38,1013.25,Pattern_C
U_187,0.50638,0.31178,0.62092,25.74,53.53,1009.74,Unknown
PB_185,0.65751,0.42268,0.82856,24.51,52.36,1008.98,Pattern_B
PA_096,0.22035,0.71558,0.39572,24.6,50.42,1009.38,Pattern_A
PD_121,0.88992,0.36511,0.63666,23.68,61.37,1002.39,Pattern_D
PB_264,0.62692,0.40192,0.77355,24.65,59.13,1006.8,Pattern_B
U_065,0.54141,0.44024,0.54294,25.06,49.39,1013.56,Unknown
PC_143,0.44607,0.6264,0.31539,27.11,43.63,1014.52,Pattern_C
PC_264,0.42426,0.55671,0.23986,25.96,44.87,1020.39,Pattern_C
PC_292,0.45475,0.69321,0.31025,25.99,43.76,1015.53,Pattern_C
PD_139,0.74354,0.29179,0.58062,24.19,61.78,1008.25,Pattern_D
PA_207,0.30146,0.75708,0.41709,25.7,52.81,1010.2,Pattern_A
PB_093,0.67795,0.43284,0.68889,23.52,55.33,1008.58,Pattern_B
PC_195,0.58631,0.62392,0.22065,26.48,41.7,1017.88,Pattern_C
PC_271,0.57091,0.47148,0.36123,26.18,47.22,1015.7,Pattern_C
PB_098,0.59569,0.38639,0.80104,24.22,51.46,1009.2,Pattern_B
PC_167,0.50022,0.62147,0.35083,26.85,46.63,1015.08,Pattern_C
U_177,0.51155,0.42185,0.51162,25.62,48.58,1010.45,Unknown
U_042,0.49161,0.55108,0.56802,25.5,46.86,1008.01,Unknown
PD_129,0.77633,0.43541,0.65957,22.97,61.31,1002.84,Pattern_D
PC_043,0.44554,0.57736,0.28549,25.16,42.47,1015.02,Pattern_C
PC_013,0.55119,0.47438,0.19834,26.89,42.7,1016.1,Pattern_C
PD_061,0.91262,0.33682,0.54426,24.67,61.24,1005.24,Pattern_D
PC_126,0.50902,0.52539,0.28534,25.34,42.74,1013.65,Pattern_C
PC_084,0.544,0.58572,0.3139,26.08,43.29,1018.33,Pattern_C
PA_099,0.31295,0.82472,0.30666,25.11,54.01,1009.03,Pattern_A
PC_205,0.56169,0.55772,0.25284,25.89,47.82,1011.6,Pattern_C
PB_107,0.62593,0.43797,0.81973,24.44,55.15,1009.03,Pattern_B
PB_203,0.65684,0.42771,0.81923,24.24,53.61,1009.9,Pattern_B
PD_172,0.83306,0.22631,0.65453,23.68,60.01,1005.35,Pattern_D
PD_157,0.80086,0.21145,0.65533,23.81,61.46,1003.48,Pattern_D
PD_030,0.84186,0.29463,0.60431,23.59,60.14,1006.85,Pattern_D
PC_180,0.53515,0.68586,0.30292,26.36,42.93,1013.03,Pattern_C
PA_201,0.22726,0.6884,0.40521,24.95,48.57,1010.79,Pattern_A
PA_135,0.3708,0.7915,0.37207,24.44,49.3,1012.39,Pattern_A
PD_152,0.6831,0.2775,0.65589,23.15,63.25,1007.2,Pattern_D
PA_041,0.25177,0.71387,0.27454,24.34,54.68,1009.68,Pattern_A
PD_118,0.7492,0.41325,0.59844,23.88,61.42,1009.4,Pattern_D
PA_231,0.36743,0.53364,0.36095,24.93,46.15,1012.17,Pattern_A
PB_079,0.57845,0.39039,0.78498,24.01,56.39,1009.64,Pattern_B
PA_289,0.30403,0.72244,0.37455,24.99,49.53,1009.4,Pattern_A
PB_119,0.72979,0.40004,0.72391,25.27,55.48,1009.45,Pattern_B
PB_092,0.6703,0.37503,0.85012,24.84,56.43,1009.12,Pattern_B
PB_293,0.73686,0.30923,0.81561,24.39,54.53,1008.74,Pattern_B
PD_263,0.71573,0.28124,0.66666,22.96,63.23,1005.96,Pattern_D
PD_187,0.7169,0.24261,0.60487,23.9,64.34,1006.36,Pattern_D
PC_048,0.5378,0.68033,0.23466,26.03,42.84,1014.26,Pattern_C
PD_253,0.81768,0.43898,0.48222,23.42,61.48,1004.25,Pattern_D
U_168,0.50735,0.41674,0.57678,25.34,49.53,1010.14,Unknown
PB_221,0.69835,0.43206,0.80126,24.75,55.53,1009.0,Pattern_B
PA_065,0.21193,0.66838,0.40638,25.24,50.61,1009.46,Pattern_A
PA_015,0.23423,0.75165,0.35184,25.01,51.06,1012.8,Pattern_A
PD_281,0.84751,0.36754,0.57189,24.19,63.91,1004.84,Pattern_D
PD_165,0.80815,0.43484,0.66913,23.12,60.82,1005.76,Pattern_D
PB_193,0.6638,0.25645,0.63231,24.04,56.17,1008.2,Pattern_B
PB_080,0.68698,0.22085,0.68331,25.35,53.8,1004.43,Pattern_B
PA_188,0.25876,0.70467,0.36895,24.88,53.9,1011.82,Pattern_A
PC_164,0.49376,0.64946,0.25881,26.36,45.33,1017.32,Pattern_C
PA_217,0.21334,0.67701,0.31055,24.57,50.12,1008.25,Pattern_A
PC_192,0.56143,0.52003,0.21696,25.21,46.91,1015.45,Pattern_C
PD_177,0.7871,0.31725,0.55748,24.21,64.84,1006.75,Pattern_D
PC_279,0.56074,0.55105,0.33235,26.5,43.64,1016.06,Pattern_C
PB_038,0.68715,0.41546,0.67999,23.84,56.24,1003.32,Pattern_B
PC_120,0.51842,0.59658,0.31678,25.76,42.92,1020.44,Pattern_C
PA_296,0.27517,0.72468,0.30228,25.77,52.46,1012.53,Pattern_A
